Timestamp,Please enter your worker ID,Please enter verification code from this writing session (session_id),Is English your first language?,"How qualified do you think you are to write about this topic? (based on background knowledge, understanding of prompts, etc.)?","During this writing session, the suggestions you received were grammatically correct, and contributed to the fluency of the essay.","During this writing session, the suggestions helped me come up with new ideas.","During this writing session, I felt like that I would have written a *better* essay if I wrote the essay alone.","During this writing session, the system was competent (having expert knowledge and ability to perform a task successfully) in writing.","During this writing session, the system was capable of writing persuasive essays.","During this writing session, the system understood what I was trying to write.",Which aspects of the suggestions (that you received during this writing session) can be improved? Any specific examples?,It was easy to write with the system.,I am satisfied with the essay I wrote.,I am confident in my ability to write an essay with the help of the system.,I feel like the essay is mine. ,____% of the essay is written by me (and the rest is written by taking the suggestions). [between 0-100%],"If the system is available for free, I would reuse the system.",Any feedback/comment? (optional)
8/23/2021 3:42:21,A3DUPRZSMU9W5R,5a043fc7d564442d8d66a706b9ff50fe ,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",4,2,4,2,2,2,The initial suggestions given by the AI were simply rewording of my own statements. That wasn't helpful at all. I think I only used a couple of things AI suggested and found it lacking in suggestions.,2,3,2,6,90,2,
8/23/2021 3:55:35,A3DUPRZSMU9W5R,9dc2ff98e5244628989c4bd4be983dfe ,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,6,1,6,6,6,"I started out with a strong belief in what I wanted to say, but faltered as I got further into my essay. The AI helped to give me new suggestions as a direction to take so I could continue writing",6,1,6,3,70,6,
8/23/2021 6:51:55,A3DUPRZSMU9W5R,ea22b448ed0441a093211cc71c8c35e3 ,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,7,1,6,6,6,"Again, after my main point, I struggled to continue on with my essay. The AI had a suggestion of how to start the next paragraph that I wouldn't have thought of. This gave me another point to focus on so I could continue the essay.",6,4,6,5,75,7,
8/23/2021 7:07:16,A3DUPRZSMU9W5R,87958a503957482fa3a5b13de3fbb296 ,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",7,7,1,7,7,6,I was really pleased with the ideas offered by the AI. They continued my train of thought and went in depth to give me better ideas.,7,6,7,4,50,7,
8/24/2021 2:31:16,A3HE29W5IDR394,255895948b97428686b11c534cc8de9e,Yes,"You are confident in your qualification, but not absolutely certain.",6,2,1,6,3,7,"I felt the options were too narrow in variety. It appeared to have 5 different ways of saying the same thing rather than offering any alternatives.  I cannot recall the specific options, but in my last paragraph, I has tabbed after the phrase, we should, and the options appeared to differ by one word each and it seemed closer to a thesaurus than a completion idea. ",7,7,7,7,80,7,Color coded completions for short variations 
8/19/2021 4:13:28,A3MYPYBVHX7FQ2,bd6ab310459647bcb8f5bda6578b0d72,Yes,You are absolutely certain about your qualification.,6,2,2,5,2,5,"I found that the system had regurgitated some of my previous lines, as suggestions. Aside from that, most of the suggestions were useful to keep the story going. I would only suggest that the system not use lines that I've written as suggestions. I think I understand why it does that, but I think those types of suggestions would be rarely, if ever, useful to the writer.",5,4,5,6,85,7,
8/19/2021 8:16:19,A3MYPYBVHX7FQ2,5fb284a8453d4fbdb665675cbe8b4486,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,"Some of the suggestions that I received during this session were very well formed. The system took what I had written, incorporated that, and expanded it with new information that almost felt like it was interjecting it's own viewpoint. That was interesting and made writing the essay much easier than it would have been if I'd written it on my own. I don't have any suggestions on how to do that better, I just hope the system continues to refine that skill.",7,6,7,6,80,7,
8/19/2021 12:54:22,A3MYPYBVHX7FQ2,f170aa855728465589f57f1c3154f55a,Yes,You are absolutely certain about your qualification.,4,5,4,3,3,2,"The system seemed to hang up more than once, when I requested a suggestion. I'm not sure if that's a glitch, or a normal part of the system. One thing that the system did here, that it hasn't done before, is to ask me questions that would prompt a response that made a good starting point for a new paragraph. I really liked that. I liked being challenged with writing my own line, using the AI to feed me ideas. I would suggest that the system should do that more often.",4,4,5,6,85,7,
8/20/2021 2:56:13,A3MYPYBVHX7FQ2,49e04e987bbe4e59bf2baab73f486a26,Yes,"You are confident in your qualification, but not absolutely certain.",7,4,1,7,7,6,"Some of the times that I requested suggestions, the system gave me unworkable solutions. I wasn't able to implement those, so I found myself writing more of the story myself. I kept checking back with the system, looking for better angles on what I was trying to say. It did not disappoint, and it ended up writing the end cap to the entire piece. The suggestions were not all good, but the good ones were really good! Whatever the machine used as a criteria to refine its suggestions to me, during this session, I would suggest that it keep exploring that mechanism because it produced some really good lines.",4,7,7,5,85,7,
8/20/2021 8:59:05,A3MYPYBVHX7FQ2,af35478b772442319c64d331bc779ed0,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,"After this session, I have some practical suggestions. I think that the user interface could use some work. The system gave me a perfect suggestion for the ending and I accidentally tapped the enter key on the wrong statement and lost the ending that I wanted to use. I think it would be better if there was a secondary confirmation button, like a pop up confirmation, to select a statement. It's too easy to make a mistake and lose really golden suggestions from the system. It would also be nice to be able to go back a page, on the suggestions, but I'm not trying to get greedy. It would be nice if there was some idiot proofing in the UI, because sometimes I accidently do things that I didn't mean to do. That's the only suggestion I have right now, the system is doing great with the writing.",2,6,5,6,80,7,
8/20/2021 9:31:19,A3MYPYBVHX7FQ2,434f519e8863442f810796865db83047,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,6,6,"Something that I really liked about the system, during this session, was that it offered a lot of open ended questions. It almost always offers a few, but this time it seemed to me that it was offering more of them. I suggest that it continue to offer these types of suggestions, because when it starts the thought but lets me finish the sentence, without doing any text surgery on the sentence, it really opens up the possibilities of where the story can go.",7,6,6,6,80,7,
8/20/2021 10:07:50,A3MYPYBVHX7FQ2,a6dd76d59f0a4cf0a6fdc4455fa4b639,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,"I wrote this article using more collaboration from the system than in any of my previous sessions. I found that the system does a very good job of carrying the narrative forward, if I get out of it's way. Maybe it would be a good idea to suggest that the writer ask for a suggestion, periodically. Just to remind the writer that they are not alone and that they can ask for some help. It's easy to forget that, even during a short writing session, because we tend to be so focused on what we are thinking, when writing, that we might disregard all other considerations. Just a little pop up reminder, it doesn't even need to require an interaction. Maybe a red flag blinking, in the margin.",7,5,7,5,60,7,
8/20/2021 12:09:15,A3MYPYBVHX7FQ2,b6620ed18c174f708138abb59ade11ca,Yes,You are fairly confident in your qualification.,6,3,2,4,3,4,"In this session, the system offered some suggestions that were alright to keep the flow of the piece going, but nothing that took it in any new directions. At the end of the article, I was hoping to get a good finishing line from the system, but it had no suggestion of any kind. It would be better if the system would offer some kind of suggestion, even a bad one, rather than refuse to offer anything at all.",4,5,4,7,85,7,
8/20/2021 13:58:16,A3MYPYBVHX7FQ2,193eacf06dee44f788a52e1d2652419b,Yes,You are fairly confident in your qualification.,7,1,4,1,1,1,"The system seemed to be almost non-functional during this session. I asked for several suggestions over the course of several paragraphs. A couple of times, I was given a short sentence where just a few words had been changed from the last suggestion. They all said the same basic thing. It got worse toward the end, when the system no longer responded at all. I got no suggestions toward the end of the article. I'm not sure if it was malfunctioning or if it does that sometimes, by design. After this session, my suggestion has to be to take a look at the system because it seems to be broken right now.",5,4,3,7,95,7,
8/25/2021 11:28:45,A3MYPYBVHX7FQ2,51ed55e505064fc9ab0bcde91766f55a ,Yes,"You are confident in your qualification, but not absolutely certain.",6,5,2,6,6,6,"The system did a really good job this time of offering good suggestions. They weren't all home run suggestions, some of them just reiterated things that had already been said, but that's okay. It offered varied suggestions that gave me, as the human writer, choices on where I would like to take the story next. If I have any suggestion at all it would be to expand the number of suggestions that the system offers. One or two more suggestions from the system, for each request for suggestions, could help the human writer to develop a better story.",7,6,7,6,70,7,
8/25/2021 12:18:11,A3MYPYBVHX7FQ2,fe677c513394449e987eb3ccce62d03c ,Yes,You are fairly confident in your qualification.,6,5,2,5,5,5,"During this session, I tried writing most of the first paragraph myself. I did this before requesting my first suggestion, because I wanted to find out if the system would offer better responses after taking in more input. I can't tell if the system responded to that, or not. I got some decent suggestions, once I started requesting them, but I couldn't tell if they were better than I would have gotten if I'd just asked the system to start offering suggestions after the prompt, or the first sentence. I can't offer any new suggestions, after this session. The system did a good job of offering workable suggestions and helped me write the opinion.",6,5,7,6,80,7,
9/4/2021 11:24:23,A3MYPYBVHX7FQ2,ef5ff569f6e0458ebb10f2f277612cfe ,Yes,"You are confident in your qualification, but not absolutely certain.",5,3,2,6,6,6,"The system did a good job of offering appropriate, and well written, suggestions during this session. The only improvement I could suggest would be to allow the AI to finish its thought, if it is suggesting an addendum to my previous statement. The system started to offer really great suggestions, a couple of times, but trailed off before finishing the thought, or even the sentence. I would have like to have seen the conclusion of its statements, because they were good additions to the story.",5,5,7,6,65,7,
8/19/2021 0:25:59,A3O5RKGH6VB19C,1b15da4de55047cf85b1ca1adbb860a6,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't take any suggestions for this story,7,7,7,7,100,7,Thank you!
8/19/2021 0:48:11,A3O5RKGH6VB19C,586931064c24482796b7e0aade9a711b,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,I didn't really use any of the suggestions.,7,7,7,7,95,7,Thanks!
8/19/2021 12:40:04,A3O5RKGH6VB19C,a23600c207bd470c929852b33b9a2946,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,The suggestions were very in depth. No complaints here,7,7,7,7,75,7,Thank you!
8/19/2021 12:50:35,A3O5RKGH6VB19C,7b2aaf58f55a434f91bb71515a329f13,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't really use any suggestions for this story.,7,7,7,7,95,7,Thank you!
8/19/2021 20:51:37,A3O5RKGH6VB19C,8b3585b594e24e0dbfd53eae933d2f4a,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't really use many suggestions for this story.,7,7,7,7,95,7,Thanks!
8/19/2021 22:36:05,A3O5RKGH6VB19C,269f101ba0da4aa3a5ce0bf3a65bade1,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any of the suggestions,7,7,7,7,100,7,Thank you!
8/20/2021 17:42:27,A3O5RKGH6VB19C,61f79cbacda542fd92422b4be43132b9,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,The suggestions of the story were helpful,7,7,7,7,90,7,Thank you!
8/21/2021 20:41:17,A3O5RKGH6VB19C,b6c08c13a3a24bfe81e6186207077368,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any suggestions,7,7,7,7,100,7,Thank you!
8/21/2021 21:22:56,A3O5RKGH6VB19C,843d5913965e4dee8b3d500b547c3489,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any suggestions,7,7,7,7,100,7,Thank you!
8/21/2021 21:33:35,A3O5RKGH6VB19C,eefa5bb918f543a088a6ac8680e09e9c,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any of the suggestions,7,7,7,7,100,7,Thank you!
8/21/2021 21:45:11,A3O5RKGH6VB19C,d53c0269a7944ab58d7e332de951b22d,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any suggestions,7,7,7,7,100,7,Thank you!
8/21/2021 22:21:46,A3O5RKGH6VB19C,fc53ee7c7b1c4ad1886004483d6f3184,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any suggestions for this topic,7,7,7,7,100,7,Thank you!
8/22/2021 20:22:08,A3O5RKGH6VB19C,8c1e099146fe4ff7a633d08fb6f54035,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any of the suggestions,7,7,7,7,100,7,Thank you!
8/22/2021 20:50:27,A3O5RKGH6VB19C,932a48cdabbf40ed8622c169b9053efc,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any of the suggestions,6,7,7,7,100,7,Thanks!
8/22/2021 21:15:15,A3O5RKGH6VB19C,df7ebb6fc93c419d84052f9579fa6e0a,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any suggestions,7,7,7,7,100,7,Thanks!
8/22/2021 21:51:25,A3O5RKGH6VB19C,1c6fcfe3faf4499bad4a08f36fb0e941,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any of the suggestions.,7,7,7,7,100,7,Thanks!
8/22/2021 22:01:53,A3O5RKGH6VB19C,712c00cd50254b2baef9a6af57cfad72,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any suggestions for this story,7,7,7,7,100,7,Thank you!
8/22/2021 22:12:33,A3O5RKGH6VB19C,e08f94cbb8024b0d86bb3365221d4290,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I didn't use any of the suggestions,7,7,7,7,100,7,Thanks!
8/22/2021 22:23:01,A3O5RKGH6VB19C,e66a5afb693c47e8b30faeb12e10a7cf,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,The suggestions were very unique and helpful. I had no issue with them.,7,7,7,7,80,7,Thank you
8/22/2021 23:21:12,A3O5RKGH6VB19C,ea75cd504c9c4f6e801d18aeaf2e0fd6,Yes,You are absolutely certain about your qualification.,7,7,1,7,7,7,I used a suggestion at the start to kick off my story and it was well thought out and made sense.,7,7,7,7,95,7,Thank you! 
8/22/2021 23:33:41,A3O5RKGH6VB19C,181976aad3154801b8c380e9afc99410,Yes,"You are confident in your qualification, but not absolutely certain.",7,7,1,7,7,7,I didn't use any suggestions,6,7,7,7,100,7,Thanks!
